amoy,amoi
salahsatunya,salah satunya
alh,alah
mlangkah,melangkah
nlpon,nelepon
nelpn,nelepon
kekantor,ke kantor
katakata,kata-kata
dtang,datang
rmah,rumah
hdhhh,haduh
pjbt,pejabat
dittd,di tanda tangani
tgjawab,tanggung jawab
iniserius,ini serius
seriuscumatulisan,serius cuma tulisan
tulisandarilubuhhati,tulisan dari lubuk hati
hatiyangcukupdalam,hati yang cukup dalam
tapigakdalamdalambanget,tapi gak dalam banget
islamselamatkannegeri,islam selamatkan negri
sedihrasanya,sedih rasanya
boi,bro
bukugariswaktu,buku garis waktu
janganpilihpartaioposan,jangan pilih partai oposan
teguuhh,teguh
sexualharassment,sexual harassment
duhhh,aduh
rajiun,rajin
brpapasan,berpapasan
diiiiiiiiiih,idih
allaaaaah,allah
dimaapin,dimaafin
mobilelegendsbangbangid,mobile legends bang bang id
karywan,karyawan
situasyen,situasi
dalamhati,dalam hati
sanah,sana
ngoce,ribut
karenasampahjakartabedasampahjerman,karena sampah jakarta beda sampah jerman
dkshnya,dikasihnya
pap,foto
jbtn,jabatan
renoo,reno
gppa,gak apa apa
copetnyaaahh,copetnya
calonyaaahh,calonya
relepansi,relevansi
gapapaaaa,gak apa apa
yeeeaaayyy,yeah
gondokusuman,gondok suman
hidupque,hidup aku
aque,aku
maloo,malu
misquen,miskin
standaar,standard
yazidi,yasudah
sbnre,sebenarnya
dtk,detik
drngan,dengan
persepakbolaan,persepak bolaan
tuntassss,tuntas
instalaai,instalasi
gasampe,tidak sampai
brkt,berkat
naaahhhh,nah
keookkk,mati
kerruh,keruh
memutarbalikan,memutar balikan
astagfirullahalazim,astagfirulla halazim
bodohnyakan,bodohnya kan
apasaja,apa saja
kasianin,kasihanin
fiestamaksimum,fiesta maksimum
jederrrrrrr,jeder
jiyeeee,cie
jiyeee,cie
halaaah,halah
pengngangguran,pengangguran
kaykanya,kayaknya
mlipir,melipir
manusai,manusia
gik,lagi
pantangmunsur,pantang mundur
mmmmmoh,moh
persijaselamanya,persija selamanya
sinii,sini
sndirian,sendirian
giihh,pergi
jobdes,job desc
pukpukk,puk puk
nerimo,menerima
gemati,gw mati
manaaaaaaa,mana
hujuuung,ujung
playstorenya,play storenya
ngebahagiain,membahagiakan
ngewujudin,mewujudkan
syaitonirojim,syaiton irojim
lhahhh,lah
nasip,nasib
hadeehhh,haduh
yaps,iya
mlkukan,melakukan
testiq,testis
manjaahh,manja
dimanjahhh,dimanja
disingkron,disinkron
daptar,daftar
farfumm,parfum
ehmmm,ehm
mengopi,mengkopi
seribuh,seribu
byee,bye
rodo,rada
ngadoh,ngadah
piee,gimana
rasakne,rasanya
astagfirullahaladzim,astagfirulla halazim
ehmmmm,ehm
disalip,disalib
yguda,yang sudah
pemirsyahhhh,pemirsa
kuomelin,aku omelin
takkusangka,tidak aku sangka
busyuuk,busuk
selalau,selalu
halak,halal
mauliate,mau liat
horas,selamat
ngembaliin,mengembalikan
polah,pola
kruyukan,keruyukan
breh,bro
indomi,indomie
menjauhdarijanji,menjauh dari janji
mengistirhatkan,mengistirahatkan
cemburuuuuu,cemburu
suamine,suaminya
dapetinnya,dapatkannya
uucchhh,unch
sepnjang,sepanjang
dpnya,dipunya
brangkat,berangkat
psen,pesan
mals,malas
jotosin,tinju
palanya,kepalanya
sekilo,1 kilo
gaberner,gubernur
wklnya,wakilnya
surabayamacet,surabaya macet
tolloll,tolol
ogahhan,ogah
lillah,lilah
sumpe,sumpah
blekberi,black berry
bacabuku,baca buku
astagaaaaaa,astaga
guaaaa,gue
ehee,ehe
dimaintain,di maintenance
kygt,kayak gitu
dikasitau,dikasi tahu
sedooooottt,sedot
tanggan,tangan
macii,terima kasih
hahahaaha,haha
bisabisanya,bisa bisanya
ngelindes,melindas
kelindes,kelindas
skripsishit,skripsi shit
nowplaying,now playing
pleaselah,tolong lah
fakefrendzz,fake friends
jman,zaman
ndri,sendiri
kuoat,kuat
skripsibaper,sripsi baper
kapanmarineeeeeeeeyaallah,kapan marine yaallah
ngiteeeerr,ngiter
ngedumel,nge julid
setaon,setahun
mambah,nambah
serahlau,serah lu
disopirin,disupirin
rappline,rapline
cintaaaaa,cinta
mataa,mata
ldrkronis,ldr kronis
hakcipta,hak cipta
joged,joget
tehaer,thr
ditny,ditanya
berulangkali,berulang kali
yaqin,yakin
debessss,the best
anjerrr,anjir
rkuhp,rkhup
mnguntungkan,menguntungkan
drimu,dirimu
pantatcina,pantat cina
actor,aktor
blablablaaahhh,blablablaa
laginseorg,lagi seorang
oendidik,pendidik
syngx,sayang kali
trusan,terusan
ontime,on time
mister,mr
apkl,aplikasi
mlkkukan,melakukan
pkr,pikir
trhdap,terhadap
tlponan,teleponan
halaaahh,halah
plangaplongo,planga plongo
kabuuuurrr,kabur
toyor,dorong
heemmmm,hem
hawatir,khawatir
shirtmovie,short movie
shortmovie,short movie
hidupne,hidupnya
seanjing,anjing
udahgituaja,udah gitu aja
tudey,today
whutttt,what
lagidanlagi,lagi dan lagi
andraandthebackbone,andra and the backbone
sglanya,segalanya
oenuh,penih
oun,pun
esbuah,sebuah
gilasehhhh,gilasih
jaaah,jah
salfook,salfok
wggwgwgw,wkwkwk
gilingaaaan,gilingan
baperlevelcupu,baper level cupu
ngayalbabu,ngayal babu
aju,aku
unyu,lucu
untukumu,untukmu
fikrikan,pikirkan
nyetock,stock
spv,supervisi
paginy,paginya
panutanq,pantutan aku
keinspirasi,terinspirasi
nominee,nomine
laguland,lagu land
qyaraku,karyaku
manusyaaa,manusia
anakperantauan,anak perantauan
anakkost,anak kost
maklumlahyo,maklum lah ya
huuhhh,huh
ktm,ketemu
dept,departemen
plaakkk,plak
yasama,iya sama
aaamiiinnn,amin
thanksfam,thanks family
thanksdear,thanks dear
nyaut,jawab
anyiiiiing,anjing
ayodong,ayo dong
berkeliarab,berkeliaran
emosinal,emosional
baghai,bahagia
qhuda,kuda
discon,diskon
ngasitau,kasi tau
seerat,serat
indonesiamitosnya,indonesia mitosnya
auk,tahu
goindonesia,go indonesia
curht,curhat
kelurganya,keluarganya
paktanya,faktanya
eheheheh,haha
kepemgen,kepengen
twittmalam,tweet malam
twittrindu,tweet malam
isterinya,istrinya
kacauu,kacau
kamprettt,kampret
kriting,keriting
plesinden,presiden
hedeh,haduh
kamplettt,kampret
apps,aplikasi
sodaraw,saudara
dengkii,dengki
ahahhah,haha
netmediatama,net media tama
hakku,hak aku
hakmu,hak kamu
posttingan,postingan
mnghadirin,menghadiri
bangsaaat,kapok
anjrit,anjir
anjiiing,anjing
najisssin,najisin
dendem,dendam
waaaah,wah
gasukak,tidak suka
gamo,tidak mau
najiiiis,najis
menrut,menurut
sikopatnya,psikopatnya
perasaanqu,perasaan aku
videoklip,video klip
yawlaaaaaa,ya allah
grabcar,gra bcar
gerakn,gerakan
konsulan,konsultan
gapakek,ga pakai
gapeduli,ga peduli
thankyoutwitter,thank you twitter
ktrusan,keterusan
samp,sampai
yuukkk,yuk
wheeewww,wew
ajee,aja
selamaad,selamat
gilirah,giliran
gituajaterus,gitu aja terus
guwoblok,goblok
pekaitupenting,peka itu penting
mngatakn,mengatakan
ciyaaaaan,ciya
cooy,coi
ceck,cek
nyebarang,sembarang
ngaqaq,ngakak
mytwitteranniversary,my twitter anniversary
terooss,terus
jwabnya,jawabannya
ujia,ujian
tidap,tidak
mikil,mikir
dicandid,dicandi
oembingkaian,pembingkaian
kuar,keluar
tahyul,tahayul
bahlul,bodoh
terimah,terima
ceritakemarinsore,cerita kemarin sore
kulupa,aku lupa
lalma,lama
menurus,menerus
kekanakkanakan,kekanak kanakan
govlox,goblok
govlok,goblok
kegovlokan,kegoblokan
mongooo,silahkan
nyinyiri,nyinyir
bijakberplastik,bijak berplastik
diskrinsut,di screenshoot
bday,birth day
kmbli,kembali
pesennya,pesannya
antre,antri
terbhaiqq,terbaik
setop,stop
kaaih,kasih
trm,terima
fatamorganaaaaaaa,fatamorgana
tauuuuuuuu,tau
yangbeb,yang beb
komunikasian,komunikasi
kaaaann,kan
badag,badak
preseden,presiden
berhappylah,berbahagialah
fvcking,fucking
mnlpon,menelepon
wq,wk
aseli,asli
ketidakberdayaan,ketidak berdayaan
idolaquh,idola ku
calmdown,calm down
relationshit,relation shit
ngeriiiih,ngeri
abgmu,abang kamu
kelai,kelahi
blekping,black pink
uniq,unik
heiii,hai
buya,buaya
ganiat,tidak niat
mekap,make up
membuatkuh,membuat aku
maaan,man
aktip,aktif
nyahah,haha
kaioninstagram,kai on instagram
goodnite,good nite
amaaaaan,aman
ditemeni,ditemanin
